id,label
3353,0.641632
1798,0.540021
7801,0.947276
8,0.806341
1102,0.406425
2944,0.237461
11464,0.771704
5095,0.851552
11853,0.081172
8832,0.820820
6733,0.746367
5267,0.152722
1403,0.800247
8501,0.895283
6289,0.375980
7564,0.946022
9854,0.515354
5873,0.784527
3066,0.831145
1650,0.784705
11186,0.845761
5734,0.587432
7308,0.450418
8992,0.985472
4599,0.899212
5163,0.738838
12169,0.217521
8457,0.950510
10307,0.797399
8502,0.101427
7755,0.707226
63,0.889605
10324,0.911625
11397,0.912738
6246,0.766077
3257,0.852400
7052,0.884721
4314,0.907110
6936,0.768610
3118,0.750097
1126,0.444345
5737,0.925070
8219,0.924624
9609,0.599316
981,0.946203
386,0.152377
6489,0.525536
6389,0.867267
5813,0.408691
9022,0.947826
3768,0.655378
349,0.846273
6469,0.843514
118,0.909788
1207,0.698798
6990,0.081915
6472,0.643099
38,0.099599
8025,0.582234
11505,0.761772
2845,0.732176
5538,0.382287
11147,0.788625
3485,0.944021
11280,0.750903
6908,0.412892
8298,0.773217
1698,0.392216
9041,0.140064
2196,0.947887
963,0.859098
3341,0.100212
742,0.830569
9303,0.614720
2289,0.625421
3203,0.672752
5780,0.109946
7903,0.804109
8629,0.336657
4874,0.905851
3045,0.862998
4062,0.767119
1996,0.727611
48,0.913313
11355,0.626323
1615,0.883093
1896,0.344719
1421,0.544251
3211,0.781523
2437,0.951775
8335,0.908214
5396,0.867239
11320,0.774508
8420,0.836283
7934,0.920065
7033,0.833364
11772,0.815240
10780,0.748590
10383,0.758854
3953,0.288381
8926,0.121450
3677,0.958183
12414,0.090576
4580,0.224883
11036,0.828388
12131,0.927452
5254,0.697155
10401,0.604522
3059,0.536465
11477,0.635959
4886,0.096793
2539,0.328040
5111,0.730972
8272,0.703044
4919,0.733769
471,0.719726
10182,0.661353
7588,0.666647
3641,0.897126
577,0.644681
12480,0.768329
11841,0.991257
12344,0.382076
8825,0.387488
1659,0.591327
5325,0.770952
6761,0.636007
8250,0.834376
4252,0.645519
11975,0.823303
59,0.891144
7353,0.799547
8290,0.499402
8801,0.727970
9762,0.094025
2481,0.805141
11716,0.232166
5245,0.766179
798,0.309885
7072,0.222414
10367,0.677890
3353,0.641632
1798,0.540021
7801,0.947276
8,0.806341
1102,0.406425
2944,0.237461
11464,0.771704
5095,0.851552
11853,0.081172
8832,0.820820
6733,0.746367
5267,0.152722
1403,0.800247
8501,0.895283
6289,0.375980
7564,0.946022
9854,0.515354
5873,0.784527
3066,0.831145
1650,0.784705
11186,0.845761
5734,0.587432
7308,0.450418
8992,0.985472
4599,0.899212
5163,0.738838
12169,0.217521
8457,0.950510
10307,0.797399
8502,0.101427
7755,0.707226
63,0.889605
10324,0.911625
11397,0.912738
6246,0.766077
3257,0.852400
7052,0.884721
4314,0.907110
6936,0.768610
3118,0.750097
1126,0.444345
5737,0.925070
8219,0.924624
9609,0.599316
981,0.946203
386,0.152377
6489,0.525536
6389,0.867267
5813,0.408691
9022,0.947826
3768,0.655378
349,0.846273
6469,0.843514
118,0.909788
1207,0.698798
6990,0.081915
6472,0.643099
38,0.099599
8025,0.582234
11505,0.761772
2845,0.732176
5538,0.382287
11147,0.788625
3485,0.944021
11280,0.750903
6908,0.412892
8298,0.773217
1698,0.392216
9041,0.140064
2196,0.947887
963,0.859098
3341,0.100212
742,0.830569
9303,0.614720
2289,0.625421
3203,0.672752
5780,0.109946
7903,0.804109
8629,0.336657
4874,0.905851
3045,0.862998
4062,0.767119
1996,0.727611
48,0.913313
11355,0.626323
1615,0.883093
1896,0.344719
