id,label
1,0.999
2,0.947
3,0.9285
4,0.973
5,0.9044
6,0.1398
7,0.1002
8,0.0097
9,0.0194
10,0.8805
11,0.9352
12,0.985
13,0.8178
14,0.3885
15,0.6598
16,0.6982
17,0.6204
18,0.9981
19,0.6071
20,0.4312
21,0.9809
22,0.7257
23,0.995
24,0.9867
25,0.7802
26,0.916
27,0.5856
28,0.0357
29,0.8449
30,0.9838
31,0.999
32,0.5275
33,0.9354
34,0.0617
35,0.5689
36,0.5555
37,0.3101
38,0.4512
39,0.9942
40,0.9906
41,0.6042
42,0.9983
43,0.999
44,0.9961
45,0.0769
46,0.9703
47,0.6673
48,0.999
49,0.9976
50,0.8386
51,0.1226
52,0.018
53,0.0678
54,0.1646
55,0.8457
56,0.9369
57,0.999
58,0.4657
59,0.9877
60,0.6573
61,0.0993
62,0.9969
63,0.9288
64,0.8772
65,0.999
66,0.9973
67,0.9817
68,0.2002
69,0.999
70,0.6122
71,0.9899
72,0.8651
73,0.999
74,0.6934
75,0.3105
76,0.999
77,0.9221
78,0.9974
79,0.8142
80,0.5777
81,0.7337
82,0.0062
83,0.999
84,0.374
85,0.9597
86,0.9307
87,0.4862
88,0.9802
89,0.0021
90,0.3418
91,0.9566
92,0.001
93,0.0232
94,0.9923
95,0.9985
96,0.165
97,0.9902
98,0.9447
99,0.305
100,0.3988
101,0.4551
102,0.6746
103,0.0299
104,0.4717
105,0.9978
106,0.765
107,0.9313
108,0.9734
109,0.9736
110,0.9977
111,0.7385
112,0.9963
113,0.86
114,0.8318
115,0.2998
116,0.5407
117,0.2524
118,0.5396
119,0.9865
120,0.2366
121,0.4462
122,0.0955
123,0.9154
124,0.2507
125,0.7394
126,0.6078
127,0.999
128,0.9096
129,0.2019
130,0.6946
131,0.9502
132,0.999
133,0.105
134,0.6384
135,0.0854
136,0.0612
137,0.9941
138,0.9309
139,0.1285
140,0.592
141,0.0197
142,0.7756
143,0.9051
144,0.8324
145,0.4295
146,0.999
147,0.7007
148,0.3497
149,0.1567
150,0.2532
151,0.617
152,0.0224
153,0.0402
154,0.3143
155,0.9875
156,0.3338
157,0.4078
158,0.999
159,0.948
160,0.999
161,0.1297
162,0.6512
163,0.1773
164,0.9555
165,0.9529
166,0.2663
167,0.9966
168,0.0706
169,0.0675
170,0.2463
171,0.3208
172,0.9075
173,0.6314
174,0.4738
175,0.999
176,0.8161
177,0.999
178,0.9613
179,0.7077
180,0.0996
181,0.999
182,0.999
183,0.5778
184,0.9116
185,0.5407
186,0.8161
187,0.7809
188,0.3495
189,0.2003
190,0.999
191,0.7497
192,0.7681
193,0.1398
194,0.3374
195,0.999
196,0.9916
197,0.989
198,0.2376
199,0.999
200,0.6466
201,0.9908
202,0.2602
203,0.999
204,0.999
205,0.0472
206,0.4974
207,0.9987
208,0.7455
209,0.7051
210,0.022
211,0.9973
212,0.99
213,0.9179
214,0.9645
215,0.999
216,0.999
217,0.9955
218,0.7085
219,0.9759
220,0.5229
221,0.3557
222,0.9057
223,0.999
224,0.934
225,0.9727
226,0.999
227,0.9629
228,0.6432
229,0.999
230,0.8986
231,0.9956
232,0.5306
233,0.4211
234,0.6232
235,0.7233
236,0.7447
237,0.0749
238,0.9902
239,0.124
240,0.9874
241,0.9058
242,0.8985
243,0.0218
244,0.9783
245,0.9395
246,0.8217
247,0.4417
248,0.672
249,0.2072
250,0.999
251,0.998
252,0.0074
253,0.8581
254,0.2491
255,0.4965
256,0.9236
257,0.9901
258,0.999
259,0.0173
260,0.0148
261,0.161
262,0.9613
263,0.8683
264,0.5964
265,0.7635
266,0.268
267,0.459
268,0.7889
269,0.9957
270,0.999
271,0.9855
272,0.0203
273,0.999
274,0.2157
275,0.9204
276,0.999
277,0.9941
278,0.7529
279,0.3196
280,0.999
281,0.9858
282,0.953
283,0.3226
284,0.5786
285,0.2806
286,0.999
287,0.3911
288,0.1271
289,0.999
290,0.8144
291,0.444
292,0.9031
293,0.9321
294,0.9564
295,0.5479
296,0.9983
297,0.999
298,0.9391
299,0.999
300,0.2589
301,0.929
302,0.3543
303,0.3314
304,0.0157
305,0.1775
306,0.955
307,0.9956
308,0.9008
309,0.0352
310,0.1887
311,0.7675
312,0.6499
313,0.5595
314,0.8757
315,0.7223
316,0.0867
317,0.9976
318,0.0322
319,0.999
320,0.8078
321,0.5946
322,0.9924
323,0.2963
324,0.0973
325,0.6946
326,0.9608
327,0.4738
328,0.9885
329,0.8218
330,0.9482
331,0.9967
332,0.8903
333,0.9294
334,0.4808
335,0.8381
336,0.846
337,0.9386
338,0.0257
339,0.2078
340,0.6632
341,0.2626
342,0.6328
343,0.875
344,0.9005
345,0.7789
346,0.8871
347,0.4948
348,0.9971
349,0.0268
350,0.9871
351,0.2196
352,0.999
353,0.9984
354,0.5479
355,0.999
356,0.9334
357,0.2951
358,0.9938
359,0.1248
360,0.5889
361,0.968
362,0.7582
363,0.999
364,0.8362
365,0.999
366,0.9977
367,0.565
368,0.9978
369,0.3644
370,0.9941
371,0.9977
372,0.4132
373,0.9181
374,0.0015
375,0.9976
376,0.8653
377,0.9034
378,0.8123
379,0.6646
380,0.9647
381,0.9585
382,0.8427
383,0.999
384,0.999
385,0.9723
386,0.0275
387,0.1987
388,0.6422
389,0.9936
390,0.0955
391,0.1964
392,0.594
393,0.933
394,0.9055
395,0.7228
396,0.1162
397,0.9985
398,0.6364
399,0.9989
400,0.3984
401,0.9987
402,0.3209
403,0.9952
404,0.6102
405,0.9914
406,0.8946
407,0.0486
408,0.7885
409,0.4126
410,0.2158
411,0.9989
412,0.9976
413,0.9833
414,0.0473
415,0.9413
416,0.0186
417,0.9971
418,0.9989
419,0.338
420,0.999
421,0.8921
422,0.9974
423,0.9933
424,0.999
425,0.9748
426,0.6106
427,0.821
428,0.334
429,0.935
430,0.431
431,0.999
432,0.5663
433,0.9715
434,0.5518
435,0.9949
436,0.665
437,0.6843
438,0.995
439,0.9739
440,0.8771
441,0.2617
442,0.4614
443,0.9558
444,0.3449
445,0.03
446,0.9961
447,0.1149
448,0.0592
449,0.2408
450,0.999
451,0.9029
452,0.793
453,0.9574
454,0.112
455,0.0181
456,0.6999
457,0.999
458,0.522
459,0.8416
460,0.9096
461,0.5538
462,0.3606
463,0.9279
464,0.7365
465,0.7365
466,0.999
467,0.999
468,0.477
469,0.8722
470,0.9711
471,0.4379
472,0.999
473,0.9837
474,0.9868
475,0.9939
476,0.9024
477,0.7286
478,0.2485
479,0.6924
480,0.9965
481,0.9491
482,0.1082
483,0.889
484,0.4378
485,0.9965
486,0.7971
487,0.0751
488,0.3886
489,0.6501
490,0.9887
491,0.9795
492,0.0767
493,0.6342
494,0.0462
495,0.995
496,0.999
497,0.0274
498,0.9801
499,0.9928
500,0.9646
501,0.9972
502,0.1805
503,0.999
504,0.048
505,0.467
506,0.0723
507,0.9986
508,0.9875
509,0.999
510,0.6995
511,0.9918
512,0.3178
513,0.9982
514,0.8442
515,0.9953
516,0.9971
517,0.999
518,0.9904
519,0.4979
520,0.0568
521,0.9385
522,0.1322
523,0.9325
524,0.1233
525,0.8736
526,0.1011
527,0.7972
528,0.9986
529,0.1456
530,0.0703
531,0.9929
532,0.891
533,0.0121
534,0.9548
535,0.668
536,0.9788
537,0.6886
538,0.0611
539,0.2441
540,0.999
541,0.882
542,0.9906
543,0.0061
544,0.5424
545,0.999
546,0.8934
547,0.9908
548,0.999
549,0.2724
550,0.8797
551,0.9634
552,0.999
553,0.3684
554,0.2602
555,0.9986
556,0.6944
557,0.7717
558,0.9989
559,0.999
560,0.9484
561,0.2208
562,0.028
563,0.1343
564,0.0268
565,0.9891
566,0.1092
567,0.506
568,0.9916
569,0.986
570,0.3184
571,0.9982
572,0.6
573,0.7724
574,0.999
575,0.0371
576,0.1387
577,0.3828
578,0.2557
579,0.1339
580,0.4075
581,0.9352
582,0.7042
583,0.0117
584,0.2715
585,0.9976
586,0.5456
587,0.1054
588,0.4162
589,0.8758
590,0.9305
591,0.9407
592,0.4385
593,0.9845
594,0.999
595,0.9972
596,0.0819
597,0.9972
598,0.5092
599,0.392
600,0.811
601,0.9808
602,0.779
603,0.2522
604,0.0689
605,0.2188
606,0.8032
607,0.6529
608,0.9954
609,0.0102
610,0.999
611,0.7297
612,0.9794
613,0.8874
614,0.9315
615,0.0344
616,0.9315
617,0.999
618,0.9071
619,0.4057
620,0.9883
621,0.5609
622,0.553
623,0.7193
624,0.0764
625,0.3443
