id,label
1,0.6212
2,0.6275
3,0.6229
4,0.6282
5,0.6255
6,0.6207
7,0.6264
8,0.6159
9,0.6173
10,0.6173
11,0.6207
12,0.6137
13,0.6154
14,0.622
15,0.6215
16,0.6253
17,0.6202
18,0.6321
19,0.6185
20,0.6192
21,0.6253
22,0.6162
23,0.6321
24,0.6238
25,0.618
26,0.6243
27,0.6276
28,0.623
29,0.6188
30,0.626
31,0.6176
32,0.614
33,0.6153
34,0.6132
35,0.6274
36,0.634
37,0.6232
38,0.6167
39,0.6222
40,0.6125
41,0.6331
42,0.6354
43,0.6277
44,0.6126
45,0.6177
46,0.6152
47,0.6093
48,0.6335
49,0.627
50,0.6218
51,0.6202
52,0.6214
53,0.614
54,0.6176
55,0.6239
56,0.6179
57,0.6211
58,0.6224
59,0.6136
60,0.6228
61,0.613
62,0.6321
63,0.6237
64,0.6221
65,0.6275
66,0.6202
67,0.6255
68,0.6228
69,0.6201
70,0.6211
71,0.6258
72,0.6292
73,0.6241
74,0.6303
75,0.6153
76,0.6228
77,0.617
78,0.6329
79,0.6226
80,0.6199
81,0.6149
82,0.6162
83,0.6309
84,0.6187
85,0.6322
86,0.6183
87,0.6165
88,0.6365
89,0.6114
90,0.6118
91,0.6249
92,0.6154
93,0.6139
94,0.6267
95,0.6242
96,0.6122
97,0.6235
98,0.6105
99,0.6132
100,0.6176
101,0.6102
102,0.6379
103,0.6084
104,0.6062
105,0.6206
106,0.6163
107,0.6274
108,0.6245
109,0.6269
110,0.6331
111,0.6307
112,0.6223
113,0.6161
114,0.6238
115,0.6237
116,0.6127
117,0.6266
118,0.6086
119,0.6108
120,0.6324
121,0.6248
122,0.6247
123,0.6059
124,0.6172
125,0.6255
126,0.6083
127,0.6263
128,0.6143
129,0.6174
130,0.6193
131,0.6277
132,0.6274
133,0.619
134,0.6241
135,0.6192
136,0.6242
137,0.6223
138,0.6153
139,0.6273
140,0.632
141,0.6213
142,0.6318
143,0.6152
144,0.6257
145,0.6231
146,0.6024
147,0.6232
148,0.6248
149,0.6107
150,0.6214
151,0.6359
152,0.6156
153,0.6118
154,0.6343
155,0.6163
156,0.6128
157,0.6307
158,0.6308
159,0.6238
160,0.6252
161,0.6277
162,0.6127
163,0.6187
164,0.6278
165,0.6178
166,0.6302
167,0.6151
168,0.6335
169,0.6233
170,0.626
171,0.623
172,0.6308
173,0.6218
174,0.6203
175,0.6258
176,0.6318
177,0.625
178,0.6227
179,0.6199
180,0.6126
181,0.6325
182,0.6201
183,0.626
184,0.6296
185,0.6239
186,0.6098
187,0.6225
188,0.6204
189,0.6206
190,0.6267
191,0.6224
192,0.6171
193,0.6207
194,0.6122
195,0.6198
196,0.6279
197,0.6172
198,0.6098
199,0.6233
200,0.6181
201,0.6158
202,0.6129
203,0.621
204,0.6179
205,0.6115
206,0.6264
207,0.6312
208,0.6251
209,0.6168
210,0.6161
211,0.6203
212,0.6103
213,0.621
214,0.6384
215,0.6247
216,0.6284
217,0.6119
218,0.6232
219,0.6198
220,0.6324
221,0.6165
222,0.6255
223,0.6148
224,0.6213
225,0.6251
226,0.6303
227,0.6073
228,0.6167
229,0.6297
230,0.6208
231,0.6365
232,0.6243
233,0.6277
234,0.6185
235,0.6211
236,0.6263
237,0.6104
238,0.6241
239,0.6112
240,0.6297
241,0.6188
242,0.6252
243,0.6189
244,0.6235
245,0.6194
246,0.6127
247,0.6209
